Primary,State,County,Year,percent
1,Alabama,Autauga County,2013,34.1
2,Alabama,Baldwin County,2013,27.4
3,Alabama,Barbour County,2013,44.4
4,Alabama,Bibb County,2013,40.3
5,Alabama,Blount County,2013,34.6
6,Alabama,Bullock County,2013,43
7,Alabama,Butler County,2013,36.3
8,Alabama,Calhoun County,2013,32.2
9,Alabama,Chambers County,2013,39.7
10,Alabama,Cherokee County,2013,33.6
11,Alabama,Chilton County,2013,35.9
12,Alabama,Choctaw County,2013,40.8
13,Alabama,Clarke County,2013,38.2
14,Alabama,Clay County,2013,37.3
15,Alabama,Cleburne County,2013,30
16,Alabama,Coffee County,2013,33.7
17,Alabama,Colbert County,2013,37.5
18,Alabama,Conecuh County,2013,36.4
19,Alabama,Coosa County,2013,39.7
20,Alabama,Covington County,2013,34
21,Alabama,Crenshaw County,2013,39.7
22,Alabama,Cullman County,2013,33.4
23,Alabama,Dale County,2013,36.5
24,Alabama,Dallas County,2013,40.8
25,Alabama,DeKalb County,2013,30.4
26,Alabama,Elmore County,2013,35.4
27,Alabama,Escambia County,2013,37.7
28,Alabama,Etowah County,2013,35.1
29,Alabama,Fayette County,2013,33.7
30,Alabama,Franklin County,2013,33.2
31,Alabama,Geneva County,2013,34.1
32,Alabama,Greene County,2013,46.3
33,Alabama,Hale County,2013,40.4
34,Alabama,Henry County,2013,35.8
35,Alabama,Houston County,2013,32.8
36,Alabama,Jackson County,2013,32
37,Alabama,Jefferson County,2013,33.2
38,Alabama,Lamar County,2013,33.6
39,Alabama,Lauderdale County,2013,32.9
40,Alabama,Lawrence County,2013,35.5
41,Alabama,Lee County,2013,29
42,Alabama,Limestone County,2013,32.9
43,Alabama,Lowndes County,2013,45.1
44,Alabama,Macon County,2013,44.7
45,Alabama,Madison County,2013,32.3
46,Alabama,Marengo County,2013,40.3
47,Alabama,Marion County,2013,35.5
48,Alabama,Marshall County,2013,33.2
49,Alabama,Mobile County,2013,37.1
50,Alabama,Monroe County,2013,35.3
51,Alabama,Montgomery County,2013,34.8
52,Alabama,Morgan County,2013,31.6
53,Alabama,Perry County,2013,43
54,Alabama,Pickens County,2013,36.4
55,Alabama,Pike County,2013,38.4
56,Alabama,Randolph County,2013,30.9
57,Alabama,Russell County,2013,36.4
58,Alabama,St. Clair County,2013,33
59,Alabama,Shelby County,2013,30.1
60,Alabama,Sumter County,2013,40.3
61,Alabama,Talladega County,2013,39
62,Alabama,Tallapoosa County,2013,36.9
63,Alabama,Tuscaloosa County,2013,34.3
64,Alabama,Walker County,2013,33.2
65,Alabama,Washington County,2013,40.2
66,Alabama,Wilcox County,2013,44.9
67,Alabama,Winston County,2013,30.2
68,Alaska,Aleutians East Borough,2013,33.4
69,Alaska,Aleutians West,2013,39.4
70,Alaska,Anchorage Municipality,2013,27
71,Alaska,Bethel Census Area,2013,30.3
72,Alaska,Bristol Bay Borough,2013,39.7
73,Alaska,Denali Borough,2013,27
74,Alaska,Dillingham Census Area,2013,38
75,Alaska,Fairbanks North Star,2013,28.1
76,Alaska,Haines Borough,2013,25.5
77,Alaska,Hoonah-Angoon 2009 Census,2013,31.8
78,Alaska,Juneau City and Borough,2013,28.6
79,Alaska,Kenai Peninsula Borough,2013,28.4
80,Alaska,Ketchikan Gateway Borough,2013,30.8
81,Alaska,Kodiak Island Borough,2013,30.2
82,Alaska,Lake and Peninsula Borough,2013,31.9
83,Alaska,Matanuska-Susitna Borough,2013,30.2
84,Alaska,Nome Census Area,2013,31.7
85,Alaska,North Slope Borough,2013,36.5
86,Alaska,Northwest Arctic Borough,2013,32.4
87,Alaska,Petersburg 2009 Census,2013,30.5
88,Alaska,Prince of Wales-Hyder 2009 Census,2013,35.2
89,Alaska,Prince of Wales-Outer K 2004 to 2008 Census,2013,No Data
90,Alaska,Sitka City and Borough,2013,28.7
91,Alaska,Skagway Municipality 2009 Census,2013,28.1
92,Alaska,Hoonah-Angoon 2004 to 2008 Census,2013,No Data
93,Alaska,Southeast Fairbanks Census,2013,33.1
94,Alaska,Valdez-Cordova Census Area,2013,30.4
95,Alaska,Wade Hampton Census Area,2013,32.6
96,Alaska,Wrangell City and Borough 2009 Census,2013,30.6
97,Alaska,Wrangell-Petersburg 2004 to 2008 Census,2013,No Data
98,Alaska,Yakutat City and Borough,2013,31.3
99,Alaska,Yukon-Koyukuk Census Area,2013,28.3
100,Arizona,Apache County,2013,35.2
101,Arizona,Cochise County,2013,26
102,Arizona,Coconino County,2013,23.2
103,Arizona,Gila County,2013,27.5
104,Arizona,Graham County,2013,32.5
105,Arizona,Greenlee County,2013,34.7
106,Arizona,La Paz County,2013,32
107,Arizona,Maricopa County,2013,25.4
108,Arizona,Mohave County,2013,29.6
109,Arizona,Navajo County,2013,30.9
110,Arizona,Pima County,2013,24.2
111,Arizona,Pinal County,2013,31.6
112,Arizona,Santa Cruz County,2013,23
113,Arizona,Yavapai County,2013,25.3
114,Arizona,Yuma County,2013,30.5
115,Arkansas,Arkansas County,2013,33.8
116,Arkansas,Ashley County,2013,42.1
117,Arkansas,Baxter County,2013,32.3
118,Arkansas,Benton County,2013,30.1
119,Arkansas,Boone County,2013,33.9
120,Arkansas,Bradley County,2013,39
121,Arkansas,Calhoun County,2013,34.2
122,Arkansas,Carroll County,2013,35.8
123,Arkansas,Chicot County,2013,43.1
124,Arkansas,Clark County,2013,34.3
125,Arkansas,Clay County,2013,33.7
126,Arkansas,Cleburne County,2013,31.8
127,Arkansas,Cleveland County,2013,35.7
128,Arkansas,Columbia County,2013,36.4
129,Arkansas,Conway County,2013,39.7
130,Arkansas,Craighead County,2013,36.4
131,Arkansas,Crawford County,2013,35.1
132,Arkansas,Crittenden County,2013,38.8
133,Arkansas,Cross County,2013,37.9
134,Arkansas,Dallas County,2013,36.2
135,Arkansas,Desha County,2013,39.6
136,Arkansas,Drew County,2013,34.3
137,Arkansas,Faulkner County,2013,33.2
138,Arkansas,Franklin County,2013,37.1
139,Arkansas,Fulton County,2013,32.9
140,Arkansas,Garland County,2013,32.3
141,Arkansas,Grant County,2013,38.3
142,Arkansas,Greene County,2013,31.2
143,Arkansas,Hempstead County,2013,40.3
144,Arkansas,Hot Spring County,2013,34.7
145,Arkansas,Howard County,2013,35.7
146,Arkansas,Independence County,2013,37.2
147,Arkansas,Izard County,2013,33.9
148,Arkansas,Jackson County,2013,37.2
149,Arkansas,Jefferson County,2013,40.7
150,Arkansas,Johnson County,2013,36.4
151,Arkansas,Lafayette County,2013,36.3
152,Arkansas,Lawrence County,2013,31.8
153,Arkansas,Lee County,2013,35.7
154,Arkansas,Lincoln County,2013,37.5
155,Arkansas,Little River County,2013,32.7
156,Arkansas,Logan County,2013,37.5
157,Arkansas,Lonoke County,2013,35.8
158,Arkansas,Madison County,2013,34
159,Arkansas,Marion County,2013,31.7
160,Arkansas,Miller County,2013,35.9
161,Arkansas,Mississippi County,2013,39.8
162,Arkansas,Monroe County,2013,37.5
163,Arkansas,Montgomery County,2013,33.8
164,Arkansas,Nevada County,2013,36
165,Arkansas,Newton County,2013,34.2
166,Arkansas,Ouachita County,2013,34.8
167,Arkansas,Perry County,2013,37.5
168,Arkansas,Phillips County,2013,45.5
169,Arkansas,Pike County,2013,37.8
170,Arkansas,Poinsett County,2013,38.4
171,Arkansas,Polk County,2013,36.7
172,Arkansas,Pope County,2013,32.1
173,Arkansas,Prairie County,2013,36.3
174,Arkansas,Pulaski County,2013,31.7
175,Arkansas,Randolph County,2013,35.3
176,Arkansas,St. Francis County,2013,42.5
177,Arkansas,Saline County,2013,32.5
178,Arkansas,Scott County,2013,32.5
179,Arkansas,Searcy County,2013,35
180,Arkansas,Sebastian County,2013,36.9
181,Arkansas,Sevier County,2013,36.7
182,Arkansas,Sharp County,2013,37.3
183,Arkansas,Stone County,2013,32.6
184,Arkansas,Union County,2013,39.4
185,Arkansas,Van Buren County,2013,35.6
186,Arkansas,Washington County,2013,30.6
187,Arkansas,White County,2013,36.3
188,Arkansas,Woodruff County,2013,35.8
189,Arkansas,Yell County,2013,37.1
190,California,Alameda County,2013,20
191,California,Alpine County,2013,23.4
192,California,Amador County,2013,25.5
193,California,Butte County,2013,25.9
194,California,Calaveras County,2013,23.5
195,California,Colusa County,2013,25.4
196,California,Contra Costa County,2013,25
197,California,Del Norte County,2013,25.5
198,California,El Dorado County,2013,20.6
199,California,Fresno County,2013,26.6
200,California,Glenn County,2013,26.7
201,California,Humboldt County,2013,25.5
202,California,Imperial County,2013,26.3
203,California,Inyo County,2013,23.3
204,California,Kern County,2013,30.3
205,California,Kings County,2013,26.4
206,California,Lake County,2013,26.2
207,California,Lassen County,2013,23.9
208,California,Los Angeles County,2013,21.4
209,California,Madera County,2013,26.5
210,California,Marin County,2013,18.9
211,California,Mariposa County,2013,24.4
212,California,Mendocino County,2013,22.4
213,California,Merced County,2013,29.5
214,California,Modoc County,2013,23.2
215,California,Mono County,2013,22.8
216,California,Monterey County,2013,22.3
217,California,Napa County,2013,23.7
218,California,Nevada County,2013,21.1
219,California,Orange County,2013,19.7
220,California,Placer County,2013,21.7
221,California,Plumas County,2013,23
222,California,Riverside County,2013,26
223,California,Sacramento County,2013,27.4
224,California,San Benito County,2013,23.3
225,California,San Bernardino County,2013,27.9
226,California,San Diego County,2013,19.1
227,California,San Francisco County,2013,16.1
228,California,San Joaquin County,2013,28.3
229,California,San Luis Obispo County,2013,24.5
230,California,San Mateo County,2013,21.1
231,California,Santa Barbara County,2013,18.2
232,California,Santa Clara County,2013,19.5
233,California,Santa Cruz County,2013,20.2
234,California,Shasta County,2013,26.5
235,California,Sierra County,2013,22.5
236,California,Siskiyou County,2013,23.2
237,California,Solano County,2013,30.1
238,California,Sonoma County,2013,20.9
239,California,Stanislaus County,2013,32.6
240,California,Sutter County,2013,28.7
241,California,Tehama County,2013,27.2
242,California,Trinity County,2013,25.1
243,California,Tulare County,2013,32.6
244,California,Tuolumne County,2013,20.2
245,California,Ventura County,2013,20.3
246,California,Yolo County,2013,22.7
247,California,Yuba County,2013,24.8
248,Colorado,Adams County,2013,26.3
249,Colorado,Alamosa County,2013,23
250,Colorado,Arapahoe County,2013,21.4
251,Colorado,Archuleta County,2013,16.5
252,Colorado,Baca County,2013,19.4
253,Colorado,Bent County,2013,26.5
254,Colorado,Boulder County,2013,13.4
255,Colorado,Broomfield County,2013,17.6
256,Colorado,Chaffee County,2013,20.5
257,Colorado,Cheyenne County,2013,23.7
258,Colorado,Clear Creek County,2013,18.1
259,Colorado,Conejos County,2013,24.5
260,Colorado,Costilla County,2013,21.9
261,Colorado,Crowley County,2013,21.6
262,Colorado,Custer County,2013,20.5
263,Colorado,Delta County,2013,20.4
264,Colorado,Denver County,2013,16.4
265,Colorado,Dolores County,2013,19.8
266,Colorado,Douglas County,2013,17
267,Colorado,Eagle County,2013,11.8
268,Colorado,Elbert County,2013,19.6
269,Colorado,El Paso County,2013,22.3
270,Colorado,Fremont County,2013,22.8
271,Colorado,Garfield County,2013,20
272,Colorado,Gilpin County,2013,19.7
273,Colorado,Grand County,2013,17.4
274,Colorado,Gunnison County,2013,14.8
275,Colorado,Hinsdale County,2013,20.5
276,Colorado,Huerfano County,2013,20.1
277,Colorado,Jackson County,2013,21.4
278,Colorado,Jefferson County,2013,18.3
279,Colorado,Kiowa County,2013,19.5
280,Colorado,Kit Carson County,2013,27.6
281,Colorado,Lake County,2013,17.5
282,Colorado,La Plata County,2013,16.3
283,Colorado,Larimer County,2013,18.7
284,Colorado,Las Animas County,2013,21
285,Colorado,Lincoln County,2013,23.8
286,Colorado,Logan County,2013,25.4
287,Colorado,Mesa County,2013,23.5
288,Colorado,Mineral County,2013,18.1
289,Colorado,Moffat County,2013,25.8
290,Colorado,Montezuma County,2013,21.7
291,Colorado,Montrose County,2013,19.7
292,Colorado,Morgan County,2013,26.9
293,Colorado,Otero County,2013,26.9
294,Colorado,Ouray County,2013,18.6
295,Colorado,Park County,2013,20.5
296,Colorado,Phillips County,2013,22.8
297,Colorado,Pitkin County,2013,14.9
298,Colorado,Prowers County,2013,26.1
299,Colorado,Pueblo County,2013,25.9
300,Colorado,Rio Blanco County,2013,22.6
301,Colorado,Rio Grande County,2013,23.2
302,Colorado,Routt County,2013,14.3
303,Colorado,Saguache County,2013,19.7
304,Colorado,San Juan County,2013,19.3
305,Colorado,San Miguel County,2013,16.7
306,Colorado,Sedgwick County,2013,22.1
307,Colorado,Summit County,2013,13.1
308,Colorado,Teller County,2013,20.3
309,Colorado,Washington County,2013,23.2
310,Colorado,Weld County,2013,26
311,Colorado,Yuma County,2013,24.8
312,Connecticut,Fairfield County,2013,21.4
313,Connecticut,Hartford County,2013,26.8
314,Connecticut,Litchfield County,2013,23.9
315,Connecticut,Middlesex County,2013,24.1
316,Connecticut,New Haven County,2013,26.5
317,Connecticut,New London County,2013,27.6
318,Connecticut,Tolland County,2013,24.8
319,Connecticut,Windham County,2013,29.6
320,Delaware,Kent County,2013,32.8
321,Delaware,New Castle County,2013,27.7
322,Delaware,Sussex County,2013,31
323,District of Columbia,District of Columbia,2013,22.4
324,Florida,Alachua County,2013,25.6
325,Florida,Baker County,2013,35.8
326,Florida,Bay County,2013,29.9
327,Florida,Bradford County,2013,35.9
328,Florida,Brevard County,2013,25.6
329,Florida,Broward County,2013,24.4
330,Florida,Calhoun County,2013,39.4
331,Florida,Charlotte County,2013,25.7
332,Florida,Citrus County,2013,26.3
333,Florida,Clay County,2013,29.7
334,Florida,Collier County,2013,19.5
335,Florida,Columbia County,2013,36.3
336,Florida,DeSoto County,2013,36
337,Florida,Dixie County,2013,30.6
338,Florida,Duval County,2013,30.6
339,Florida,Escambia County,2013,28.9
340,Florida,Flagler County,2013,24.2
341,Florida,Franklin County,2013,32.2
342,Florida,Gadsden County,2013,36.5
343,Florida,Gilchrist County,2013,31.5
344,Florida,Glades County,2013,33.1
345,Florida,Gulf County,2013,30.9
346,Florida,Hamilton County,2013,33.2
347,Florida,Hardee County,2013,33.9
348,Florida,Hendry County,2013,35.2
349,Florida,Hernando County,2013,32.1
350,Florida,Highlands County,2013,31
351,Florida,Hillsborough County,2013,28.3
352,Florida,Holmes County,2013,31.6
353,Florida,Indian River County,2013,24.5
354,Florida,Jackson County,2013,34.7
355,Florida,Jefferson County,2013,32.2
356,Florida,Lafayette County,2013,35.3
357,Florida,Lake County,2013,29.3
358,Florida,Lee County,2013,24.6
359,Florida,Leon County,2013,26.4
360,Florida,Levy County,2013,32.2
361,Florida,Liberty County,2013,39.6
362,Florida,Madison County,2013,34.1
363,Florida,Manatee County,2013,25.3
364,Florida,Marion County,2013,29.2
365,Florida,Martin County,2013,21.3
366,Florida,Miami-Dade County,2013,21
367,Florida,Monroe County,2013,22
368,Florida,Nassau County,2013,28.6
369,Florida,Okaloosa County,2013,26.4
370,Florida,Okeechobee County,2013,31
371,Florida,Orange County,2013,24.9
372,Florida,Osceola County,2013,29.1
373,Florida,Palm Beach County,2013,21.5
374,Florida,Pasco County,2013,31.1
375,Florida,Pinellas County,2013,25.5
376,Florida,Polk County,2013,32.3
377,Florida,Putnam County,2013,36.1
378,Florida,St. Johns County,2013,21.9
379,Florida,St. Lucie County,2013,27.9
380,Florida,Santa Rosa County,2013,26.1
381,Florida,Sarasota County,2013,20.6
382,Florida,Seminole County,2013,24.6
383,Florida,Sumter County,2013,26.9
384,Florida,Suwannee County,2013,33.3
385,Florida,Taylor County,2013,38.9
386,Florida,Union County,2013,37.1
387,Florida,Volusia County,2013,26
388,Florida,Wakulla County,2013,36.4
389,Florida,Walton County,2013,27.5
390,Florida,Washington County,2013,38.5
391,Georgia,Appling County,2013,34.8
392,Georgia,Atkinson County,2013,35.3
393,Georgia,Bacon County,2013,32.7
394,Georgia,Baker County,2013,30
395,Georgia,Baldwin County,2013,36.8
396,Georgia,Banks County,2013,27
397,Georgia,Barrow County,2013,34.6
398,Georgia,Bartow County,2013,35.2
399,Georgia,Ben Hill County,2013,35.3
400,Georgia,Berrien County,2013,34.7
401,Georgia,Bibb County,2013,31.3
402,Georgia,Bleckley County,2013,30.4
403,Georgia,Brantley County,2013,33.1
404,Georgia,Brooks County,2013,33.5
405,Georgia,Bryan County,2013,29.3
406,Georgia,Bulloch County,2013,33.5
407,Georgia,Burke County,2013,32
408,Georgia,Butts County,2013,28.7
409,Georgia,Calhoun County,2013,34.4
410,Georgia,Camden County,2013,31.5
411,Georgia,Candler County,2013,30.3
412,Georgia,Carroll County,2013,31.7
413,Georgia,Catoosa County,2013,27.8
414,Georgia,Charlton County,2013,32
415,Georgia,Chatham County,2013,31.3
416,Georgia,Chattahoochee County,2013,27.3
417,Georgia,Chattooga County,2013,34
418,Georgia,Cherokee County,2013,26.9
419,Georgia,Clarke County,2013,25.3
420,Georgia,Clay County,2013,29.8
421,Georgia,Clayton County,2013,38
422,Georgia,Clinch County,2013,29.6
423,Georgia,Cobb County,2013,22.9
424,Georgia,Coffee County,2013,34.8
425,Georgia,Colquitt County,2013,35.2
426,Georgia,Columbia County,2013,30.3
427,Georgia,Cook County,2013,31.4
428,Georgia,Coweta County,2013,26.8
429,Georgia,Crawford County,2013,27.3
430,Georgia,Crisp County,2013,31.1
431,Georgia,Dade County,2013,32.3
432,Georgia,Dawson County,2013,27.7
433,Georgia,Decatur County,2013,30
434,Georgia,DeKalb County,2013,27.3
435,Georgia,Dodge County,2013,28.5
436,Georgia,Dooly County,2013,34.7
437,Georgia,Dougherty County,2013,34.4
438,Georgia,Douglas County,2013,32.3
439,Georgia,Early County,2013,31.5
440,Georgia,Echols County,2013,28.3
441,Georgia,Effingham County,2013,35.2
442,Georgia,Elbert County,2013,31.1
443,Georgia,Emanuel County,2013,36.3
444,Georgia,Evans County,2013,33.5
445,Georgia,Fannin County,2013,25.9
446,Georgia,Fayette County,2013,31.1
447,Georgia,Floyd County,2013,31
448,Georgia,Forsyth County,2013,29.4
449,Georgia,Franklin County,2013,29.5
450,Georgia,Fulton County,2013,23.9
451,Georgia,Gilmer County,2013,29.7
452,Georgia,Glascock County,2013,28.6
453,Georgia,Glynn County,2013,26.2
454,Georgia,Gordon County,2013,29.3
455,Georgia,Grady County,2013,33
456,Georgia,Greene County,2013,29.7
457,Georgia,Gwinnett County,2013,29.5
458,Georgia,Habersham County,2013,31.7
459,Georgia,Hall County,2013,25.7
460,Georgia,Hancock County,2013,31.2
461,Georgia,Haralson County,2013,27.3
462,Georgia,Harris County,2013,28.4
463,Georgia,Hart County,2013,29.9
464,Georgia,Heard County,2013,30.2
465,Georgia,Henry County,2013,33.1
466,Georgia,Houston County,2013,31
467,Georgia,Irwin County,2013,29.2
468,Georgia,Jackson County,2013,27.4
469,Georgia,Jasper County,2013,29.3
470,Georgia,Jeff Davis County,2013,30
471,Georgia,Jefferson County,2013,35.3
472,Georgia,Jenkins County,2013,29.9
473,Georgia,Johnson County,2013,34
474,Georgia,Jones County,2013,33.5
475,Georgia,Lamar County,2013,30.6
476,Georgia,Lanier County,2013,33.2
477,Georgia,Laurens County,2013,36.2
478,Georgia,Lee County,2013,31.2
479,Georgia,Liberty County,2013,34.9
480,Georgia,Lincoln County,2013,29
481,Georgia,Long County,2013,31.4
482,Georgia,Lowndes County,2013,31.3
483,Georgia,Lumpkin County,2013,30.7
484,Georgia,McDuffie County,2013,33.4
485,Georgia,McIntosh County,2013,30.9
486,Georgia,Macon County,2013,36.4
487,Georgia,Madison County,2013,31.9
488,Georgia,Marion County,2013,32.9
489,Georgia,Meriwether County,2013,34.6
490,Georgia,Miller County,2013,30.3
491,Georgia,Mitchell County,2013,33.6
492,Georgia,Monroe County,2013,31.9
493,Georgia,Montgomery County,2013,36.2
494,Georgia,Morgan County,2013,26.5
495,Georgia,Murray County,2013,32.5
496,Georgia,Muscogee County,2013,28.8
497,Georgia,Newton County,2013,32.9
498,Georgia,Oconee County,2013,28.8
499,Georgia,Oglethorpe County,2013,30.1
500,Georgia,Paulding County,2013,28.6
501,Georgia,Peach County,2013,34.4
502,Georgia,Pickens County,2013,26.7
503,Georgia,Pierce County,2013,28.5
504,Georgia,Pike County,2013,26.2
505,Georgia,Polk County,2013,34.5
506,Georgia,Pulaski County,2013,31.7
507,Georgia,Putnam County,2013,30
508,Georgia,Quitman County,2013,34
509,Georgia,Rabun County,2013,29.4
510,Georgia,Randolph County,2013,33.7
511,Georgia,Richmond County,2013,34.1
512,Georgia,Rockdale County,2013,36
513,Georgia,Schley County,2013,30.4
514,Georgia,Screven County,2013,33
515,Georgia,Seminole County,2013,30.7
516,Georgia,Spalding County,2013,32.4
517,Georgia,Stephens County,2013,30.1
518,Georgia,Stewart County,2013,34.2
519,Georgia,Sumter County,2013,32.7
520,Georgia,Talbot County,2013,33.3
521,Georgia,Taliaferro County,2013,31.4
522,Georgia,Tattnall County,2013,33.1
523,Georgia,Taylor County,2013,28.8
524,Georgia,Telfair County,2013,30.9
525,Georgia,Terrell County,2013,31.6
526,Georgia,Thomas County,2013,34
527,Georgia,Tift County,2013,34
528,Georgia,Toombs County,2013,31.5
529,Georgia,Towns County,2013,27.4
530,Georgia,Treutlen County,2013,32.9
531,Georgia,Troup County,2013,30
532,Georgia,Turner County,2013,34.6
533,Georgia,Twiggs County,2013,32.8
534,Georgia,Union County,2013,27.2
535,Georgia,Upson County,2013,32
536,Georgia,Walker County,2013,32.1
537,Georgia,Walton County,2013,34.4
538,Georgia,Ware County,2013,35.5
539,Georgia,Warren County,2013,32
540,Georgia,Washington County,2013,32.2
541,Georgia,Wayne County,2013,31.8
542,Georgia,Webster County,2013,32.1
543,Georgia,Wheeler County,2013,31.9
544,Georgia,White County,2013,28.6
545,Georgia,Whitfield County,2013,33.5
546,Georgia,Wilcox County,2013,31.5
547,Georgia,Wilkes County,2013,32.9
548,Georgia,Wilkinson County,2013,34.5
549,Georgia,Worth County,2013,36.7
550,Hawaii,Hawaii County,2013,22.7
551,Hawaii,Honolulu County,2013,22.3
552,Hawaii,Kalawao County,2013,21.5
553,Hawaii,Kauai County,2013,20.6
554,Hawaii,Maui County,2013,22.4
555,Idaho,Ada County,2013,25.4
556,Idaho,Adams County,2013,27.6
557,Idaho,Bannock County,2013,28.1
558,Idaho,Bear Lake County,2013,28.7
559,Idaho,Benewah County,2013,30.1
560,Idaho,Bingham County,2013,33.3
561,Idaho,Blaine County,2013,19.2
562,Idaho,Boise County,2013,22.4
563,Idaho,Bonner County,2013,24.7
564,Idaho,Bonneville County,2013,29.4
565,Idaho,Boundary County,2013,27.3
566,Idaho,Butte County,2013,28.5
567,Idaho,Camas County,2013,25.7
568,Idaho,Canyon County,2013,33.4
569,Idaho,Caribou County,2013,27.5
570,Idaho,Cassia County,2013,30.5
571,Idaho,Clark County,2013,31.4
572,Idaho,Clearwater County,2013,30.6
573,Idaho,Custer County,2013,26.3
574,Idaho,Elmore County,2013,29.8
575,Idaho,Franklin County,2013,30.7
576,Idaho,Fremont County,2013,28.9
577,Idaho,Gem County,2013,28.5
578,Idaho,Gooding County,2013,30
579,Idaho,Idaho County,2013,25.7
580,Idaho,Jefferson County,2013,32.7
581,Idaho,Jerome County,2013,33.3
582,Idaho,Kootenai County,2013,25
583,Idaho,Latah County,2013,24.3
584,Idaho,Lemhi County,2013,26.8
585,Idaho,Lewis County,2013,29.7
586,Idaho,Lincoln County,2013,32.3
587,Idaho,Madison County,2013,24.5
588,Idaho,Minidoka County,2013,34.2
589,Idaho,Nez Perce County,2013,30.9
590,Idaho,Oneida County,2013,31.3
591,Idaho,Owyhee County,2013,30.4
592,Idaho,Payette County,2013,33.3
593,Idaho,Power County,2013,32.1
594,Idaho,Shoshone County,2013,31.1
595,Idaho,Teton County,2013,24.1
596,Idaho,Twin Falls County,2013,27.6
597,Idaho,Valley County,2013,24.1
598,Idaho,Washington County,2013,30.3
599,Illinois,Adams County,2013,37
600,Illinois,Alexander County,2013,28.4
601,Illinois,Bond County,2013,29.6
602,Illinois,Boone County,2013,33.7
603,Illinois,Brown County,2013,27.6
604,Illinois,Bureau County,2013,29.1
605,Illinois,Calhoun County,2013,29.1
606,Illinois,Carroll County,2013,28.6
607,Illinois,Cass County,2013,28
608,Illinois,Champaign County,2013,25.1
609,Illinois,Christian County,2013,31.7
610,Illinois,Clark County,2013,32.7
611,Illinois,Clay County,2013,31
612,Illinois,Clinton County,2013,29.5
613,Illinois,Coles County,2013,26.3
614,Illinois,Cook County,2013,25.3
615,Illinois,Crawford County,2013,31.3
616,Illinois,Cumberland County,2013,27.8
617,Illinois,DeKalb County,2013,28.3
618,Illinois,De Witt County,2013,30.5
619,Illinois,Douglas County,2013,30.5
620,Illinois,DuPage County,2013,23
621,Illinois,Edgar County,2013,30.3
622,Illinois,Edwards County,2013,31.3
623,Illinois,Effingham County,2013,31.8
624,Illinois,Fayette County,2013,33
625,Illinois,Ford County,2013,28.2
626,Illinois,Franklin County,2013,30.2
627,Illinois,Fulton County,2013,30.7
628,Illinois,Gallatin County,2013,28.4
629,Illinois,Greene County,2013,28.7
630,Illinois,Grundy County,2013,30.4
631,Illinois,Hamilton County,2013,28.2
632,Illinois,Hancock County,2013,28.6
633,Illinois,Hardin County,2013,30.6
634,Illinois,Henderson County,2013,30.4
635,Illinois,Henry County,2013,30.5
636,Illinois,Iroquois County,2013,33.9
637,Illinois,Jackson County,2013,31.5
638,Illinois,Jasper County,2013,30.2
639,Illinois,Jefferson County,2013,30.2
640,Illinois,Jersey County,2013,33
641,Illinois,Jo Daviess County,2013,29.5
642,Illinois,Johnson County,2013,29.4
643,Illinois,Kane County,2013,25.3
644,Illinois,Kankakee County,2013,30.1
645,Illinois,Kendall County,2013,33.7
646,Illinois,Knox County,2013,26.2
647,Illinois,Lake County,2013,28.4
648,Illinois,LaSalle County,2013,27.1
649,Illinois,Lawrence County,2013,28.9
650,Illinois,Lee County,2013,32.6
651,Illinois,Livingston County,2013,29.2
652,Illinois,Logan County,2013,29.2
653,Illinois,McDonough County,2013,26.8
654,Illinois,McHenry County,2013,27.7
655,Illinois,McLean County,2013,29.3
656,Illinois,Macon County,2013,29.7
657,Illinois,Macoupin County,2013,31
658,Illinois,Madison County,2013,32.3
659,Illinois,Marion County,2013,33.5
660,Illinois,Marshall County,2013,29.1
661,Illinois,Mason County,2013,31.7
662,Illinois,Massac County,2013,30.7
663,Illinois,Menard County,2013,28.3
664,Illinois,Mercer County,2013,31.2
665,Illinois,Monroe County,2013,33.2
666,Illinois,Montgomery County,2013,31.3
667,Illinois,Morgan County,2013,28.8
668,Illinois,Moultrie County,2013,28.6
669,Illinois,Ogle County,2013,31.2
670,Illinois,Peoria County,2013,28.8
671,Illinois,Perry County,2013,29.1
672,Illinois,Piatt County,2013,29
673,Illinois,Pike County,2013,32.6
674,Illinois,Pope County,2013,29.5
675,Illinois,Pulaski County,2013,27.3
676,Illinois,Putnam County,2013,29.9
677,Illinois,Randolph County,2013,27.7
678,Illinois,Richland County,2013,28.8
679,Illinois,Rock Island County,2013,31.7
680,Illinois,St. Clair County,2013,33.2
681,Illinois,Saline County,2013,30.1
682,Illinois,Sangamon County,2013,28.5
683,Illinois,Schuyler County,2013,31.7
684,Illinois,Scott County,2013,30.4
685,Illinois,Shelby County,2013,30.6
686,Illinois,Stark County,2013,30.2
687,Illinois,Stephenson County,2013,32.9
688,Illinois,Tazewell County,2013,30.6
689,Illinois,Union County,2013,28.2
690,Illinois,Vermilion County,2013,35.4
691,Illinois,Wabash County,2013,32.2
692,Illinois,Warren County,2013,30.5
693,Illinois,Washington County,2013,28.6
694,Illinois,Wayne County,2013,29.2
695,Illinois,White County,2013,28.7
696,Illinois,Whiteside County,2013,28.7
697,Illinois,Will County,2013,28
698,Illinois,Williamson County,2013,31.6
699,Illinois,Winnebago County,2013,33.9
700,Illinois,Woodford County,2013,30.8
701,Indiana,Adams County,2013,32.8
